portfolio,metric,metric_label,value
Test - Buy & Hold,win_rate,Daily win rate,0.5718015665796344
Full Data - Ito,loss_rate,Daily loss rate,0.2793887147335423
"Full Data - MACD(12,26,9)",loss_rate,Daily loss rate,0.26351880877742945
Full Data - Buy & Hold,loss_rate,Daily loss rate,0.4574843260188088
Test - Ito,loss_rate,Daily loss rate,0.3178851174934726
"Test - MACD(12,26,9)",loss_rate,Daily loss rate,0.26827676240208875
Test - Buy & Hold,loss_rate,Daily loss rate,0.4281984334203655
Full Data - Ito,avg_daily_return,Average daily return,0.0004490371952638654
"Full Data - MACD(12,26,9)",avg_daily_return,Average daily return,0.0007265060907302416
Full Data - Buy & Hold,avg_daily_return,Average daily return,0.0004524415018195809
Test - Ito,avg_daily_return,Average daily return,0.00021864208654878809
"Test - MACD(12,26,9)",avg_daily_return,Average daily return,0.00044032106299710994
Test - Buy & Hold,avg_daily_return,Average daily return,0.0006037663616336444
Full Data - Ito,median_daily_return,Median daily return,0.0
"Full Data - MACD(12,26,9)",median_daily_return,Median daily return,0.0
Full Data - Buy & Hold,median_daily_return,Median daily return,0.0009713237207268355
Test - Ito,median_daily_return,Median daily return,0.0
"Test - MACD(12,26,9)",median_daily_return,Median daily return,0.0
Test - Buy & Hold,median_daily_return,Median daily return,0.0015387482478320669
Full Data - Ito,best_day,Best day,0.0476289951953206
"Full Data - MACD(12,26,9)",best_day,Best day,0.04930051296665722
Full Data - Buy & Hold,best_day,Best day,0.06765969112674775
Test - Ito,best_day,Best day,0.038647622910449986
"Test - MACD(12,26,9)",best_day,Best day,0.04709872789918568
Test - Buy & Hold,best_day,Best day,0.06765969112674775
Full Data - Ito,worst_day,Worst day,-0.06676885485988326
"Full Data - MACD(12,26,9)",worst_day,Worst day,-0.05473691506998091
Full Data - Buy & Hold,worst_day,Worst day,-0.06676885485988326
Test - Ito,worst_day,Worst day,-0.06676885485988326
"Test - MACD(12,26,9)",worst_day,Worst day,-0.05473691506998091
Test - Buy & Hold,worst_day,Worst day,-0.06676885485988326
Full Data - Ito,skewness,Skewness,-0.3288453220500113
"Full Data - MACD(12,26,9)",skewness,Skewness,0.12194234702331533
Full Data - Buy & Hold,skewness,Skewness,-0.3142222819666607
Test - Ito,skewness,Skewness,-1.6297909353019842
"Test - MACD(12,26,9)",skewness,Skewness,-1.093003740796473
Test - Buy & Hold,skewness,Skewness,-0.8820775894876441
Full Data - Ito,excess_kurtosis,Excess kurtosis,7.204451535765193
"Full Data - MACD(12,26,9)",excess_kurtosis,Excess kurtosis,7.106407771709938
Full Data - Buy & Hold,excess_kurtosis,Excess kurtosis,2.2706652851708773
Test - Ito,excess_kurtosis,Excess kurtosis,10.185663342031809
"Test - MACD(12,26,9)",excess_kurtosis,Excess kurtosis,10.836357550253819
Test - Buy & Hold,excess_kurtosis,Excess kurtosis,4.764226485329367
Full Data - Ito,var_95_daily,Daily VaR 95%,-0.014747486834410411
"Full Data - MACD(12,26,9)",var_95_daily,Daily VaR 95%,-0.012789176046110679
Full Data - Buy & Hold,var_95_daily,Daily VaR 95%,-0.024168899545486976
Test - Ito,var_95_daily,Daily VaR 95%,-0.014419320557158211
"Test - MACD(12,26,9)",var_95_daily,Daily VaR 95%,-0.010625576740979071
Test - Buy & Hold,var_95_daily,Daily VaR 95%,-0.019998427838208654
Full Data - Ito,cvar_95_daily,Daily CVaR 95%,-0.025988847988729934
"Full Data - MACD(12,26,9)",cvar_95_daily,Daily CVaR 95%,-0.022102377520125047
Full Data - Buy & Hold,cvar_95_daily,Daily CVaR 95%,-0.035111489291823596
Test - Ito,cvar_95_daily,Daily CVaR 95%,-0.02681138696886634
"Test - MACD(12,26,9)",cvar_95_daily,Daily CVaR 95%,-0.020147923491352304
Test - Buy & Hold,cvar_95_daily,Daily CVaR 95%,-0.033963058419586925
Full Data - Ito,var_99_daily,Daily VaR 99%,-0.03420022853398951
"Full Data - MACD(12,26,9)",var_99_daily,Daily VaR 99%,-0.028476853842642584
Full Data - Buy & Hold,var_99_daily,Daily VaR 99%,-0.04224428921987899
Test - Ito,var_99_daily,Daily VaR 99%,-0.03401006519714664
"Test - MACD(12,26,9)",var_99_daily,Daily VaR 99%,-0.026845430906655872
Test - Buy & Hold,var_99_daily,Daily VaR 99%,-0.04169214540053552
Full Data - Ito,cvar_99_daily,Daily CVaR 99%,-0.04292242068354199
"Full Data - MACD(12,26,9)",cvar_99_daily,Daily CVaR 99%,-0.03673197361143034
Full Data - Buy & Hold,cvar_99_daily,Daily CVaR 99%,-0.04849005918100662
Test - Ito,cvar_99_daily,Daily CVaR 99%,-0.047312548608179864
"Test - MACD(12,26,9)",cvar_99_daily,Daily CVaR 99%,-0.03749008413257596
Test - Buy & Hold,cvar_99_daily,Daily CVaR 99%,-0.05193439830950043
Full Data - Ito,profit_factor,Profit factor,1.187934447265454
"Full Data - MACD(12,26,9)",profit_factor,Profit factor,1.3690623528030852
Full Data - Buy & Hold,profit_factor,Profit factor,1.0950513265973585
Test - Ito,profit_factor,Profit factor,1.0874836190464239
"Test - MACD(12,26,9)",profit_factor,Profit factor,1.2534798257965332
Test - Buy & Hold,profit_factor,Profit factor,1.151575132672391
Full Data - Ito,avg_win,Average winning day,0.009065719808754685
"Full Data - MACD(12,26,9)",avg_win,Average winning day,0.009019938235792746
Full Data - Buy & Hold,avg_win,Average winning day,0.009632205063858536
Test - Ito,avg_win,Average winning day,0.0072162687425263595
"Test - MACD(12,26,9)",avg_win,Average winning day,0.006863820307248667
Test - Buy & Hold,avg_win,Average winning day,0.008022096707267085
Full Data - Ito,avg_loss,Average losing day,-0.008551987664630587
"Full Data - MACD(12,26,9)",avg_loss,Average losing day,-0.007470125444235528
Full Data - Buy & Hold,avg_loss,Average losing day,-0.010404663366633891
Test - Ito,avg_loss,Average losing day,-0.007862068558203216
"Test - MACD(12,26,9)",avg_loss,Average losing day,-0.006475048177156398
Test - Buy & Hold,avg_loss,Average losing day,-0.009302418673084182
Full Data - Ito,payoff_ratio,Payoff ratio,1.0600716657074702
"Full Data - MACD(12,26,9)",payoff_ratio,Payoff ratio,1.2074681078820655
Full Data - Buy & Hold,payoff_ratio,Payoff ratio,0.925758453151641
Test - Ito,payoff_ratio,Payoff ratio,0.9178587911189054
"Test - MACD(12,26,9)",payoff_ratio,Payoff ratio,1.060041581074846
Test - Buy & Hold,payoff_ratio,Payoff ratio,0.8623667660195076
Full Data - Ito,omega_ratio_0,"Omega ratio, threshold 0",1.187934447265454
"Full Data - MACD(12,26,9)",omega_ratio_0,"Omega ratio, threshold 0",1.3690623528030852
Full Data - Buy & Hold,omega_ratio_0,"Omega ratio, threshold 0",1.0950513265973585
Test - Ito,omega_ratio_0,"Omega ratio, threshold 0",1.0874836190464239
"Test - MACD(12,26,9)",omega_ratio_0,"Omega ratio, threshold 0",1.2534798257965332
Test - Buy & Hold,omega_ratio_0,"Omega ratio, threshold 0",1.151575132672391
Full Data - Ito,beta_to_benchmark,Beta to buy-and-hold,0.492882181543465
"Full Data - MACD(12,26,9)",beta_to_benchmark,Beta to buy-and-hold,0.4071507307132758
Full Data - Buy & Hold,beta_to_benchmark,Beta to buy-and-hold,
Test - Ito,beta_to_benchmark,Beta to buy-and-hold,0.5543276197641489
"Test - MACD(12,26,9)",beta_to_benchmark,Beta to buy-and-hold,0.35527825254824447
Test - Buy & Hold,beta_to_benchmark,Beta to buy-and-hold,
Full Data - Ito,alpha_annual,Annual alpha,0.05696128388820965
"Full Data - MACD(12,26,9)",alpha_annual,Annual alpha,0.1366581390701656
Full Data - Buy & Hold,alpha_annual,Annual alpha,
Test - Ito,alpha_annual,Annual alpha,-0.029242655464491094
"Test - MACD(12,26,9)",alpha_annual,Annual alpha,0.056905633282301325
Test - Buy & Hold,alpha_annual,Annual alpha,
Full Data - Ito,correlation_to_benchmark,Correlation to benchmark,0.7020755425857027
"Full Data - MACD(12,26,9)",correlation_to_benchmark,Correlation to benchmark,0.6391304695226077
Full Data - Buy & Hold,correlation_to_benchmark,Correlation to benchmark,
Test - Ito,correlation_to_benchmark,Correlation to benchmark,0.7439775676675355
"Test - MACD(12,26,9)",correlation_to_benchmark,Correlation to benchmark,0.5955157176806384
Test - Buy & Hold,correlation_to_benchmark,Correlation to benchmark,
Full Data - Ito,tracking_error,Tracking error,0.15898800242789385
"Full Data - MACD(12,26,9)",tracking_error,Tracking error,0.17171385306729092
Full Data - Buy & Hold,tracking_error,Tracking error,
Test - Ito,tracking_error,Tracking error,0.1323438321641823
"Test - MACD(12,26,9)",tracking_error,Tracking error,0.1591092422325402
Test - Buy & Hold,tracking_error,Tracking error,
Full Data - Ito,information_ratio,Information ratio,-0.0053959118860517075
"Full Data - MACD(12,26,9)",information_ratio,Information ratio,0.4022056180780112
Full Data - Buy & Hold,information_ratio,Information ratio,
Test - Ito,information_ratio,Information ratio,-0.7333270900073717
"Test - MACD(12,26,9)",information_ratio,Information ratio,-0.25886752195205337
Test - Buy & Hold,information_ratio,Information ratio,
Full Data - Ito,active_return_annual,Annual active return,-0.0008578852520402902
"Full Data - MACD(12,26,9)",active_return_annual,Annual active return,0.06906427640548654
Full Data - Buy & Hold,active_return_annual,Annual active return,
Test - Ito,active_return_annual,Annual active return,-0.0970513173213838
"Test - MACD(12,26,9)",active_return_annual,Annual active return,-0.041188215256406674
Test - Buy & Hold,active_return_annual,Annual active return,
Full Data - Ito,up_capture,Up capture,0.5433946522967629
"Full Data - MACD(12,26,9)",up_capture,Up capture,0.5154079745843234
Full Data - Buy & Hold,up_capture,Up capture,
Test - Ito,up_capture,Up capture,0.5904654892204145
"Test - MACD(12,26,9)",up_capture,Up capture,0.4721966325487843
Test - Buy & Hold,up_capture,Up capture,
Full Data - Ito,down_capture,Down capture,0.5007089031652712
"Full Data - MACD(12,26,9)",down_capture,Down capture,0.4117699074531361
Full Data - Buy & Hold,down_capture,Down capture,
Test - Ito,down_capture,Down capture,0.6250754276076231
"Test - MACD(12,26,9)",down_capture,Down capture,0.43322759768026986
Test - Buy & Hold,down_capture,Down capture,
Full Data - Ito,trades,Trades,116.0
"Full Data - MACD(12,26,9)",trades,Trades,166.0
Full Data - Buy & Hold,trades,Trades,
Test - Ito,trades,Trades,49.0
"Test - MACD(12,26,9)",trades,Trades,57.0
Test - Buy & Hold,trades,Trades,
Full Data - Ito,trade_win_rate,Trade win rate,0.39655172413793105
"Full Data - MACD(12,26,9)",trade_win_rate,Trade win rate,0.5060240963855421
Full Data - Buy & Hold,trade_win_rate,Trade win rate,
Test - Ito,trade_win_rate,Trade win rate,0.46938775510204084
"Test - MACD(12,26,9)",trade_win_rate,Trade win rate,0.49122807017543857
Test - Buy & Hold,trade_win_rate,Trade win rate,
Full Data - Ito,avg_trade_return,Average trade return,0.02481796313321191
"Full Data - MACD(12,26,9)",avg_trade_return,Average trade return,0.02440566727880979
Full Data - Buy & Hold,avg_trade_return,Average trade return,
Test - Ito,avg_trade_return,Average trade return,0.007562855675822019
"Test - MACD(12,26,9)",avg_trade_return,Average trade return,0.012237955191837784
Test - Buy & Hold,avg_trade_return,Average trade return,
Full Data - Ito,median_trade_return,Median trade return,-0.004987718203286695
"Full Data - MACD(12,26,9)",median_trade_return,Median trade return,0.0001251920622999947
Full Data - Buy & Hold,median_trade_return,Median trade return,
Test - Ito,median_trade_return,Median trade return,-0.001983483286273069
"Test - MACD(12,26,9)",median_trade_return,Median trade return,-0.0032450524341108844
Test - Buy & Hold,median_trade_return,Median trade return,
Full Data - Ito,best_trade,Best trade,0.8838314212330498
"Full Data - MACD(12,26,9)",best_trade,Best trade,0.5672102999448441
Full Data - Buy & Hold,best_trade,Best trade,
Test - Ito,best_trade,Best trade,0.37924722459467497
"Test - MACD(12,26,9)",best_trade,Best trade,0.18656764463225417
Test - Buy & Hold,best_trade,Best trade,
Full Data - Ito,worst_trade,Worst trade,-0.12838420651393656
"Full Data - MACD(12,26,9)",worst_trade,Worst trade,-0.11733399161969171
Full Data - Buy & Hold,worst_trade,Worst trade,
Test - Ito,worst_trade,Worst trade,-0.12838420651393656
"Test - MACD(12,26,9)",worst_trade,Worst trade,-0.07949076632973118
Test - Buy & Hold,worst_trade,Worst trade,
Full Data - Ito,avg_holding_days,Average holding days,26.086206896551722
"Full Data - MACD(12,26,9)",avg_holding_days,Average holding days,17.319277108433734
Full Data - Buy & Hold,avg_holding_days,Average holding days,
Test - Ito,avg_holding_days,Average holding days,21.714285714285715
"Test - MACD(12,26,9)",avg_holding_days,Average holding days,15.736842105263158
Test - Buy & Hold,avg_holding_days,Average holding days,
Full Data - Ito,median_holding_days,Median holding days,8.0
"Full Data - MACD(12,26,9)",median_holding_days,Median holding days,15.0
Full Data - Buy & Hold,median_holding_days,Median holding days,
Test - Ito,median_holding_days,Median holding days,10.0
"Test - MACD(12,26,9)",median_holding_days,Median holding days,15.0
Test - Buy & Hold,median_holding_days,Median holding days,
Full Data - Ito,expectancy_per_trade,Expectancy per trade,0.024817963133211912
"Full Data - MACD(12,26,9)",expectancy_per_trade,Expectancy per trade,0.024405667278809787
Full Data - Buy & Hold,expectancy_per_trade,Expectancy per trade,
Test - Ito,expectancy_per_trade,Expectancy per trade,0.007562855675822022
"Test - MACD(12,26,9)",expectancy_per_trade,Expectancy per trade,0.01223795519183778
Test - Buy & Hold,expectancy_per_trade,Expectancy per trade,
Full Data - Ito,avg_trade_points,Average trade points,11.622896982758613
"Full Data - MACD(12,26,9)",avg_trade_points,Average trade points,14.995346445783136
Full Data - Buy & Hold,avg_trade_points,Average trade points,
Test - Ito,avg_trade_points,Average trade points,7.7490401020407935
"Test - MACD(12,26,9)",avg_trade_points,Average trade points,14.746545789473691
Test - Buy & Hold,avg_trade_points,Average trade points,
Full Data - Ito,median_trade_points,Median trade points,-3.059714999999982
"Full Data - MACD(12,26,9)",median_trade_points,Median trade points,0.13542250000006234
Full Data - Buy & Hold,median_trade_points,Median trade points,
Test - Ito,median_trade_points,Median trade points,-2.1163750000001817
"Test - MACD(12,26,9)",median_trade_points,Median trade points,-4.478420000000137
Test - Buy & Hold,median_trade_points,Median trade points,
Full Data - Ito,best_trade_points,Best trade points,454.33866
"Full Data - MACD(12,26,9)",best_trade_points,Best trade points,236.64628999999982
Full Data - Buy & Hold,best_trade_points,Best trade points,
Test - Ito,best_trade_points,Best trade points,337.44142999999985
"Test - MACD(12,26,9)",best_trade_points,Best trade points,236.64628999999982
Test - Buy & Hold,best_trade_points,Best trade points,
Full Data - Ito,worst_trade_points,Worst trade points,-117.48860999999988
"Full Data - MACD(12,26,9)",worst_trade_points,Worst trade points,-98.97401000000006
Full Data - Buy & Hold,worst_trade_points,Worst trade points,
Test - Ito,worst_trade_points,Worst trade points,-115.592545
"Test - MACD(12,26,9)",worst_trade_points,Worst trade points,-81.75762499999998
Test - Buy & Hold,worst_trade_points,Worst trade points,
